HIP;HD;Fl;Bayer;Bayer_cst;Cst;Vmag;VarFlag;VarID;RAdeg;DEdeg;Plx;pmRA;pmDE;B-V;V-I;Period;HvarType;Ncomp;MultFlag;m_HIP;SpType;Teff;Name;Name_r
3031;3546;30;eps;And;And;4,34;;;9,63958024;+29,31236900;19,34;-229,41;-254,08;0,871;0,92;;C;1;;;G5III...;4928;;
3056;3605;;;;Scl;6,43;;;9,70310992;-25,10776606;4,47;56,47;-21,72;1,482;1,50;;;1;;;K4III;;;
3083;3574;;;;Cas;5,45;1;;9,79119583;+49,35459528;2,45;7,93;-2,74;1,644;1,65;;M;1;;;K5III;3830;;
3092;3627;31;del;And;And;3,27;;;9,83165567;+30,86122579;32,19;115,38;-83,05;1,268;1,23;;C;1;;;K3III...;4351;;
3093;3651;54;;Psc;Psc;5,88;;;9,84206107;+21,25137390;90,03;-461,07;-370,88;0,850;0,83;;;1;;;K0V;5170;;
3132;3440;;;;Cep;6,38;;;9,94897859;+82,49357470;30,95;-113,67;77,23;0,551;0,62;;C;1;;;F6V:;5887;;
3137;3750;;;;Phe;6,00;;;9,96631161;-44,79633326;10,75;42,69;16,74;1,142;1,06;;;1;;;K1IIICN...;4645;;
3138;3690;55;;Psc;Psc;5,36;;;9,98147468;+21,43856440;7,94;28,46;-28,51;1,160;1,12;;D;2;C;AB;F3V...;4460;;
3170;3823;;;;Tuc;5,89;;;10,10273354;-59,45568115;39,26;883,26;443,01;0,564;0,65;;;1;;;G1V;6023;;
3175;3794;;;;Cet;6,49;;;10,11898738;-16,51659767;6,48;41,94;-32,25;0,910;0,90;;;1;G;;G8III;;;
3179;3712;18;alf;Cas;Cas;2,24;1;alfCas;10,12661349;+56,53740928;14,27;50,36;-32,17;1,170;1,13;;M;1;;;K0II-IIIvar;4619;Schedar;Шедар
3185;3795;;;;Cet;6,14;;;10,13501584;-23,80399309;35,02;635,49;-363,28;0,718;0,81;;;1;;;G3/G5V;5376;;
3193;3807;;;;Cet;5,90;;;10,17658814;-04,35180551;5,66;-15,29;-14,48;1,091;1,04;;;1;;;K0III;4625;;
3231;3817;32;;And;And;5,30;;;10,27998074;+39,45867141;9,47;-14,37;-3,02;0,891;0,91;;;1;;;G8III;5014;;
3245;3919;;mu,;Phe;Phe;4,59;;;10,33156671;-46,08500934;13,19;-28,92;1,04;0,953;0,95;;C;1;;;G8III;4978;;
3269;3883;;;;And;6,06;;;10,39989696;+24,62906534;7,06;104,68;-23,40;0,298;0,34;;;1;;;A7m;7784;;
3277;3980;;ksi;Phe;Phe;5,72;1;ksiPhe;10,44292464;-56,50145475;15,29;90,15;57,28;0,131;0,15;3,95;P;1;;;Ap;;;
3299;3856;;;;Cas;5,83;;;10,51431560;+66,14761311;6,48;-9,79;-8,55;1,042;1,01;;C;1;;;G9III-IV;4766;;
3300;3901;19;ksi;Cas;Cas;4,80;;;10,51618425;+50,51254151;2,94;12,32;-6,48;-0,105;-,10;;C;1;;;B2.5V;15585;;
3330;4089;;rho;Tuc;Tuc;5,38;;;10,61790472;-65,46813002;24,59;54,11;41,12;0,515;0,59;;C;1;;;F6V;6302;;
3334;3924;;;;Cas;6,18;;;10,62920567;+58,75343124;3,21;29,43;-8,47;-0,004;0,02;;;1;;;B9.5III;;;
3352;4088;;;;Tuc;5,99;;;10,67349903;-60,26268184;13,73;263,68;-51,74;1,318;1,25;;;1;;;K5III;;;
3356;4065;;lam01;Scl;Scl;6,05;;;10,67870812;-38,46346745;7,55;2,49;-6,25;-0,024;0,00;;D;2;C;AB;B9.5V;10411;;
3405;4150;;eta;Phe;Phe;4,36;;;10,83851683;-57,46309763;13,57;-5,16;15,50;0,024;0,02;;C;1;G;;A0IV;9516;;
3414;4058;20;pi,;Cas;Cas;4,95;1;pi,Cas;10,86704470;+47,02463657;18,71;-24,52;-37,16;0,170;0,19;0,98;P;1;;;A5V;;;
3419;4128;16;bet;Cet;Cet;2,04;1;;10,89678452;-17,98668410;34,04;232,79;32,71;1,019;1,00;;U;1;;;K0III;4843;Diphda;Дифда
3436;4145;;;;Cet;6,01;;;10,95870230;-12,01130744;18,76;-0,84;-207,83;1,107;1,00;;;1;;;K1III;4750;;
3455;4188;17;phi01;Cet;Cet;4,77;;;11,04752272;-10,60927365;15,54;-6,96;-113,88;0,998;0,98;;;1;;;K0IIIvar;4822;;
3456;4211;;lam02;Scl;Scl;5,90;;;11,04964742;-38,42197898;8,76;247,02;120,68;1,144;1,07;;;1;;;K1III;4573;;
3478;4142;68;;Cas;Cas;5,66;;;11,10927611;+47,86396300;4,29;-39,77;8,54;-0,113;-,10;;C;1;;;B5V...;16430;;
3489;4294;;;;Tuc;6,06;;;11,13134786;-62,49760602;11,89;103,16;6,29;0,446;0,52;;D;2;C;AB;F5III/IV;6397;;
3504;4180;22;omi;Cas;Cas;4,48;1;omiCas;11,18125882;+48,28438262;3,60;17,79;-7,62;-0,069;0,00;;U;1;O;;B5III;15488;;
3505;4247;;;;Cet;5,22;;;11,18515547;-22,00633247;35,92;-66,07;81,15;0,350;0,42;;C;1;;;F0V;7036;;
3521;4293;;;;Phe;5,94;;;11,23801546;-42,67632489;15,01;-89,06;-96,11;0,297;0,34;;;1;;;A7V;7114;;
3527;4304;;;;Phe;6,15;;;11,24883557;-53,71490037;22,09;223,40;2,20;0,524;0,60;;;1;;;F7III;6233;;
3544;4222;;;;Cas;5,41;;;11,32168124;+55,22140870;9,28;-28,35;-5,34;0,022;0,04;;;1;;;A2Vs;9162;;
3552;4301;;;;Cet;6,15;1;;11,35043331;-04,62925140;2,93;37,13;37,65;1,652;1,84;;U;1;;;M0III;;;
3559;4307;18;;Cet;Cet;6,15;;;11,36961318;-12,88030968;31,39;-32,25;-205,68;0,603;0,67;;;1;;;G2V;5820;;
3572;4161;21;YZ;Cas;Cas;5,64;2;YZCas;11,41296370;+74,98812620;11,24;-14,93;-21,86;0,078;0,09;4,47;P;1;;;A2IV;8710;;
3576;4338;;;;Cet;6,47;;;11,42375052;-16,42420509;11,38;12,04;-6,07;0,314;0,36;;D;2;C;AB;F0IV;7106;;
3583;4391;;;;Phe;5,80;1;;11,43930832;-47,55217573;66,92;183,96;78,36;0,635;0,72;;M;1;;;G5IV;5888;;
3604;4335;;;;And;6,03;;;11,54499561;+44,86150820;7,21;17,64;-4,56;-0,063;-,04;;C;1;;;B9.5IIIMNp.;11367;;
3607;4398;;;;Cet;5,49;;;11,54845521;-22,52206718;9,78;197,14;-12,25;0,978;0,97;;C;1;;;G8/K0III;4908;;
3632;4408;57;;Psc;Psc;5,36;2;;11,63740001;+15,47561194;5,55;-29,45;-44,22;1,559;2,49;;U;1;;;M4III;;;
3641;4295;;;;Cas;6,39;;;11,65929285;+69,32537127;24,65;166,87;15,31;0,424;0,49;;C;1;;;F3V;6639;;
3649;4362;;;;Cas;6,41;;;11,67694190;+59,57454122;-0,17;-5,89;-0,88;1,081;1,14;;;1;;;G0Ib;5322;;
3675;4482;58;;Psc;Psc;5,51;;;11,75594336;+11,97393464;12,45;53,83;-35,12;0,987;0,93;;;1;;;G8II;4951;;
3685;4490;59;;Psc;Psc;6,11;;XXPsc;11,80650093;+19,57868622;9,35;107,75;6,66;0,270;0,30;;C;1;;;F0Vn;7396;;
3693;4502;34;zet;And;And;4,08;2;zetAnd;11,83495908;+24,26737703;17,98;-101,23;-81,89;1,100;1,06;;P;1;;;K1II;4739;;
3697;4526;60;;Psc;Psc;5,98;;;11,84843074;+06,74098135;7,16;14,42;-10,26;0,941;0,92;;;1;G;;G8III;4972;;
3717;4585;;;;Cet;5,70;;;11,93000731;-18,06142264;8,11;30,18;34,40;1,300;1,23;;C;1;;;K3III;;;
3721;4382;23;;Cas;Cas;5,42;;;11,94174879;+74,84758739;4,06;15,03;-5,94;-0,066;-,04;;C;1;;;B8III;13046;;
3741;4622;;;;Cet;5,57;;;12,00437854;-21,72247464;6,72;24,99;-7,23;-0,058;-,04;;C;1;G;;B9V;10557;;
3750;4440;;;;Cas;5,86;;;12,03698124;+72,67445774;14,65;133,71;9,87;1,010;0,99;;;1;X;;K0IV;4842;;
3760;4627;62;;Psc;Psc;5,92;;;12,07226858;+07,29991977;4,93;111,61;3,41;1,104;1,07;;;1;;;G8III;4599;;
3765;4628;;;;Psc;5,74;;;12,09388786;+05,28338873;134,04;758,04;-1141,22;0,890;0,97;;C;1;;;K2V;4999;;
3781;4815;;lam;Hyi;Hyi;5,09;;;12,14632729;-74,92335356;15,94;133,21;-34,59;1,345;1,34;;;1;;;K5III;;;
3786;4656;63;del;Psc;Psc;4,44;1;;12,17039736;+07,58520186;10,69;83,14;-50,48;1,500;1,58;;M;1;;;K5III;3937;;
3801;4636;25;nu,;Cas;Cas;4,90;;;12,20830552;+50,96819154;8,37;30,28;-9,82;-0,091;-,07;;C;1;;;B9III;13060;;
3807;4737;;;;Phe;6,28;;;12,23640318;-46,69769826;8,40;-10,56;20,81;0,897;0,91;;;1;;;G8III;5115;;
3810;4676;64;;Psc;Psc;5,07;;;12,24462380;+16,94113370;41,80;-2,33;-201,57;0,502;0,57;;C;1;;;F8V...;6272;;
3821;4614;24;eta;Cas;Cas;3,46;1;etaCas;12,27125262;+57,81654770;167,99;1087,11;-559,65;0,587;0,66;;U;2;C;AB;G0VSB;5886;Achird;Ахирд
3834;4732;;;;Cet;5,90;;;12,30791020;-24,13652681;17,70;77,47;-59,62;0,944;0,93;;C;1;G;;K0III;4948;;
3849;4730;;;;Cet;5,59;;;12,35647376;-13,56101709;10,02;103,34;-105,83;1,325;1,29;;;1;;;K3III;4220;;
3858;4772;;;;Cet;6,27;;;12,38932382;-23,36210931;3,80;-12,25;-14,18;0,132;0,15;;C;1;;;A3IV;8065;;
3881;4727;35;nu,;And;And;4,53;;;12,45345723;+41,07895474;4,80;22,68;-18,05;-0,136;-,14;;;1;;;B5VSB;11181;;
3885;4757;65;i;Psc;Psc;5,55;;;12,47128657;+27,71031105;9,40;86,54;-10,20;0,398;0,46;;D;2;C;AB;F5III+...;6696;;
3903;4849;;;;Phe;6,49;;AZPhe;12,51565121;-43,39494468;10,31;13,43;9,70;0,286;0,33;;;1;G;;A9/F0III;;;
3909;4813;19;phi02;Cet;Cet;5,17;;;12,53218487;-10,64377045;64,69;-224,67;-228,44;0,514;0,59;;C;1;;;F7IV-V;6207;;
3919;4778;;;;And;6,13;1;GOAnd;12,57589036;+45,00224079;11,01;60,72;6,93;0,043;0,06;;M;1;G;;A0p...;9811;;
3949;4919;;rho;Phe;Phe;5,24;1;rhoPhe;12,67136689;-50,98692422;13,06;62,99;44,67;0,356;0,42;0,12;P;1;;;F2III;6849;;
3951;4775;;;;Cas;5,35;1;;12,68155194;+64,24758084;4,01;29,39;-12,85;0,528;0,60;;M;1;;;A4VcompSB;;;
3965;4818;;;;Cas;6,38;;V526Cas;12,73860936;+51,50803371;15,00;137,97;-0,49;0,307;0,35;;C;1;;;F2IV;;;
3988;4817;;;;Cas;6,04;1;;12,81827283;+61,80549823;1,31;-2,03;-1,87;1,880;1,96;;U;1;;;K5Ib;4027;;
3992;4928;;;;Psc;6,39;;;12,82629635;+03,38517465;7,27;22,13;-63,64;1,069;0,93;;C;1;;;K0III;;;
4023;4881;;;;Cas;6,22;;;12,89079551;+51,57145327;2,84;-3,20;-10,96;0,032;0,05;;C;1;;;B9.5V;10568;;
4104;5098;;;;Cet;5,47;;;13,16917061;-24,00592567;6,52;37,32;33,58;1,275;1,24;;D;1;;;K1III;4335;;
4147;5112;20;;Cet;Cet;4,78;1;;13,25204382;-01,14422060;6,28;6,49;-16,29;1,550;1,66;;M;1;;;M0III;;;
4151;5015;;;;Cas;4,80;;;13,26783051;+61,12355735;53,85;-68,45;169,72;0,540;0,61;;C;1;;;F8V;6098;;
4164;5156;;;;Cet;6,44;;;13,30164021;-24,77697293;13,43;104,49;39,95;0,439;0,51;;D;2;C;AB;F3V;6607;;
4185;5118;;;;And;6,07;;;13,36756319;+37,41831737;8,72;11,25;-44,41;1,139;1,10;;;1;;;K3III:;4612;;
4200;5276;;;;Tuc;5,73;2;BQTuc;13,40741156;-62,87135327;5,32;74,42;0,65;1,574;2,93;;U;1;;;M4III;;;
4212;5128;;;;Cas;6,27;;;13,44802920;+52,68934453;11,72;75,18;-21,03;0,191;0,21;;D;2;C;AB;A5m;;;
4257;5268;21;;Cet;Cet;6,15;;;13,57326200;-08,74054656;8,60;16,98;-47,34;0,911;0,91;;C;1;;;G5IV;4806;;
4267;5267;66;;Psc;Psc;5,80;;;13,64674999;+19,18843611;8,88;11,05;-7,69;-0,016;0,01;;D;2;C;AB;A1Vn;9226;;
4283;4853;;;;Cep;5,59;;;13,71984836;+83,70746159;13,30;62,00;-10,71;0,105;0,12;;C;1;G;;A4V;;;
4288;5286;36;;And;And;5,46;;;13,74174956;+23,62844595;25,69;137,06;-45,58;1,012;0,99;;D;2;C;AB;K1IV;4788;;
4292;5234;26;ups01;Cas;Cas;4,83;;;13,75080422;+58,97279657;8,02;-32,24;-40,69;1,216;1,19;;;1;G;;K2III;4392;;
4293;5457;;lam02;Tuc;Tuc;5,45;;;13,75124739;-69,52697888;15,52;7,92;-43,35;1,095;1,05;;C;1;;;G7III;4705;;
4298;5273;;;;Cas;6,28;1;;13,77176755;+48,67854824;4,06;-23,51;-11,56;1,681;2,17;;U;1;;;M2.5IIIa;;;
4317;5316;;;;Psc;6,19;2;;13,81107289;+24,55709613;5,64;23,51;-14,06;1,546;2,48;;U;1;;;M4III;;;
4346;5384;;;;Cet;5,88;;;13,92668443;-07,34703997;6,54;-6,99;-44,82;1,520;1,57;;;1;;;K5III;3950;;
4363;5445;;;;Scl;6,11;1;;13,98137347;-27,77582706;1,75;10,75;-5,10;1,674;1,96;;U;1;;;M1/M2III;;;
4366;5382;67;k;Psc;Psc;6,08;;;13,99384283;+27,20935396;11,94;-19,87;11,09;0,133;0,15;;C;1;;;A5IV;8204;;
4371;5437;22;phi03;Cet;Cet;5,35;1;;14,00627513;-11,26650685;6,24;-26,79;-8,01;1,505;1,49;;M;1;;;K4III;3940;;
4382;5418;;;;Psc;6,46;;;14,03800933;+13,95196746;6,51;-1,91;-2,86;0,962;0,95;;;1;;;G8II;4964;;
4383;5343;;;;Cas;6,20;;;14,05386154;+57,99659583;6,56;41,83;-15,91;1,376;1,35;;;1;;;K3III;;;
4422;5395;28;ups02;Cas;Cas;4,62;;;14,16671042;+59,18116582;15,84;-92,56;-45,33;0,957;1,01;;;1;;;G8III-IV;4821;Castula;Кастула
4427;5394;27;gam;Cas;Cas;2,15;1;gamCas;14,17708808;+60,71674966;5,32;25,65;-3,82;-0,046;-,02;;U;1;;;B0IV:evar;30513;Navi;Нави
4436;5448;37;mu,;And;And;3,86;1;;14,18790699;+38,49925513;23,93;152,78;36,82;0,130;0,14;;M;1;X;;A5V;8077;;
4440;5408;;;;Cas;5,56;;;14,19558745;+60,36284769;5,31;27,37;-4,77;-0,054;-,03;;D;2;C;AB;B8V;11614;;
4446;5357;;;;Cas;6,39;;;14,22912074;+68,77574214;16,73;97,59;-35,05;0,375;0,44;;;1;G;;F0m;6802;;
4463;5516;38;eta;And;And;4,40;;;14,30178237;+23,41775997;13,44;-43,72;-46,06;0,940;0,94;;;1;;;G8III-IV;4925;;
4475;5459;;;;Cas;6,44;;;14,33138601;+61,42193312;5,67;60,00;-15,52;0,940;0,93;;;1;;;G8IV;;;
4501;5526;;;;And;6,10;;;14,41514948;+45,83939494;7,42;11,25;-6,63;1,028;1,00;;C;1;;;K2III;;;
4510;5575;68;h;Psc;Psc;5,44;;;14,45895150;+28,99223560;4,63;5,28;-7,77;1,076;0,99;;;1;;;G6III;4747;;
4520;5612;;;;Psc;6,30;;;14,47714727;+13,69587909;6,24;-5,97;-5,76;0,895;0,86;;C;1;;;G8III;;;
4552;5608;;;;And;5,99;;;14,55914315;+33,95105921;17,19;35,25;-71,86;1,000;0,98;;;1;;;K0;4909;;
4558;5641;;;;Psc;6,47;;;14,57874183;+21,40450332;7,62;-9,65;-3,49;0,089;0,10;;D;2;C;AB;A2V;8974;;
4563;5771;;;;Tuc;6,23;;;14,59240996;-60,69629569;5,85;42,11;23,33;0,096;0,11;;;1;;;Am;;;
4572;5550;;;;Cas;5,97;;;14,62916229;+66,35182541;8,67;43,44;-13,19;-0,008;0,01;;C;1;;;A0III;;;
4577;5737;;alf;Scl;Scl;4,30;;;14,65144118;-29,35746436;4,85;22,44;6,30;-0,154;-,12;;C;1;;;B7IIIp;15082;;
4587;5722;23;phi04;Cet;Cet;5,62;;;14,68286462;-11,37993895;10,35;-33,16;-15,02;0,949;0,96;;C;1;;;G7III;4899;;
4655;5820;;;;Psc;6,14;2;WWPsc;14,95697840;+06,48323806;3,07;20,08;-5,29;1,654;2,15;;U;1;;;M2III;;;
4675;5788;;;;And;5,69;;;15,01477994;+44,71330426;7,76;14,72;-25,24;-0,010;0,01;;R;2;C;AB;B9.5Vn;9977;;
4709;5715;;;;Cas;6,40;;;15,12861453;+70,98300424;9,18;76,68;-6,50;0,135;0,15;;;1;;;A4IV;8337;;
4770;6055;;ksi;Scl;Scl;5,59;;;15,32593934;-38,91664868;5,19;66,98;49,92;1,185;1,17;;;1;;;K1III;;;
4786;5927;;;;Cas;6,48;;;15,36266775;+49,54422654;3,54;4,33;-2,68;1,099;1,06;;D;1;;;G5;;;
4801;6037;;;;Cet;6,47;;;15,41083745;-16,26535068;11,76;72,02;-91,55;1,184;1,14;;C;1;;;K2/K3III;4566;;
4829;6192;;ome;Phe;Phe;6,12;;;15,50755785;-57,00242929;8,86;6,46;16,53;0,935;0,86;;;1;;;G8III;5057;;
4844;6028;;;;Cas;6,48;;;15,57695351;+51,03497045;5,16;-4,18;-13,36;0,122;0,14;;C;1;G;;A3V;8743;;
4852;6178;;sig;Scl;Scl;5,50;;;15,60990729;-31,55204219;14,39;81,00;15,25;0,083;0,10;;;1;;;A1/A2IV;8571;;
4879;6311;;;;Tuc;6,25;2;CCTuc;15,67872783;-65,45611076;4,06;8,53;3,68;1,634;2,20;;U;1;;;M2III;;;
4889;6118;69;sig;Psc;Psc;5,50;;;15,70452742;+31,80433674;7,87;15,53;-30,38;-0,043;-,02;;C;1;;;B9.5V;10740;;
4890;6245;;;;Phe;5,39;;;15,70496560;-46,39733801;13,86;-2,21;10,96;0,900;0,86;;;1;;;G8III;5070;;
4903;6116;39;;And;And;5,95;;;15,72614941;+41,34519861;9,49;-16,96;-16,95;0,161;0,17;;C;1;;;A5m;;;
4906;6186;71;eps;Psc;Psc;4,27;;;15,73606615;+07,89007256;17,14;-80,57;25,88;0,952;0,98;;;1;;;K0III;4840;;
4911;6114;;;;And;6,46;;;15,75613404;+47,37619549;9,68;86,92;-15,47;0,248;0,28;;D;2;C;AB;A9V;7413;;
4914;6203;25;;Cet;Cet;5,40;;;15,76085267;-04,83635047;7,95;-117,05;-102,91;1,106;1,12;;;1;;;K0III-IV;4570;;
4932;6269;;;;Scl;6,28;;;15,82401808;-29,52577074;8,93;-102,77;-31,82;0,932;0,98;;;1;;;G8IIICN...;4872;;
4962;6130;;;;Cas;5,92;;;15,90419820;+61,07482982;2,16;-1,54;-2,96;0,512;0,58;;D;2;C;AB;F0II;7140;;
4979;6288;26;;Cet;Cet;6,06;1;;15,95398626;+01,36694516;17,66;122,42;-40,69;0,271;0,31;;M;1;;;F1V;7446;;
4998;6211;;;;Cas;5,99;;;16,00995036;+52,50230919;3,29;1,44;-61,03;1,447;1,45;;;1;;;K2;;;
5021;6210;;;;Cas;5,83;;;16,08145357;+61,58024409;12,47;-79,86;-24,77;0,569;0,64;;;1;;;F6V;6080;;
5034;6301;;;;Psc;6,20;;;16,11487415;+29,65909865;23,82;85,10;-120,26;0,443;0,51;;;1;;;F7IV-V;6492;;
5042;6403;;;;Scl;6,44;;;16,13586737;-33,53278805;6,30;-44,23;-23,51;1,071;1,04;;;2;C;AB;K0III;;;
5074;6386;73;;Psc;Psc;6,03;1;;16,21925150;+05,65630133;4,52;29,08;-16,31;1,525;1,48;;M;1;;;K5III;;;
5081;6397;72;;Psc;Psc;5,64;;;16,27229777;+14,94600386;18,28;6,94;53,33;0,420;0,49;;;1;;;F4II-III;6625;;
5121;6482;27;;Cet;Cet;6,09;;;16,40375279;-09,97923948;10,58;-30,48;-34,24;1,012;0,97;;C;1;;;K0III;4784;;
5131;6456;74;psi01;Psc;Psc;5,33;;;16,42053152;+21,47321620;13,67;44,30;-14,32;0,003;0,02;;D;1;C;;A1Vn;;;
5132;6457;74;psi01;Psc;Psc;5,55;;;16,42365838;+21,46547318;14,67;53,93;-12,63;-0,048;-,03;;D;1;C;;A0Vn;;;
5141;6479;77;;Psc;Psc;6,35;;;16,45509251;+04,90866194;21,87;11,75;-119,26;0,383;0,45;;D;1;G;;F4V...;;;
5165;6595;;bet;Phe;Phe;3,32;;;16,52127713;-46,71849042;16,46;-70,16;31,60;0,885;0,90;;D;1;X;;G8IIIvar;5103;;
5164;6530;28;;Cet;Cet;5,58;;;16,52137513;-09,83936845;5,48;30,98;5,89;0,009;0,03;;;1;;;A1V;9468;;
5170;6559;;;;Cet;6,12;;;16,53220740;-23,99236906;9,31;-41,03;-33,59;1,076;1,02;;C;1;;;K1III;4689;;
5175;6476;76;;Psc;Psc;6,28;;;16,54664936;+32,18154253;5,60;7,38;-23,53;1,308;1,27;;;1;;;K0;;;
5204;6557;75;;Psc;Psc;6,14;;;16,64007727;+12,95597351;8,91;13,76;27,14;0,962;0,93;;C;1;;;G8III;;;
5240;6497;;;;Cas;6,41;;;16,75030618;+56,93523628;10,26;93,95;-108,56;1,188;1,15;;;1;;;K2III...;4511;;
5251;6540;;;;Cas;6,31;;;16,78933996;+53,49819318;2,40;16,82;-3,32;1,499;1,53;;;1;;;K0;;;
5259;6668;;;;Cet;6,36;;;16,80364889;-23,99625645;13,96;74,44;-31,75;0,238;0,27;;C;1;;;A3III;7530;;
5268;6793;;iot;Tuc;Tuc;5,36;2;iotTuc;16,82738598;-61,77526197;11,68;73,79;-11,24;0,884;0,80;;U;1;;;G5III;5153;;
5296;6706;30;;Cet;Cet;5,71;;;16,94216802;-09,78559168;20,97;149,04;16,99;0,446;0,52;;C;1;;;F7IV;6553;;
5300;6767;;ups;Phe;Phe;5,21;;;16,94927201;-41,48693516;16,48;36,00;7,85;0,159;0,19;;D;2;C;AB;A3V;7911;;
5310;6695;79;psi02;Psc;Psc;5,56;;;16,98795829;+20,73932115;20,23;85,43;-85,81;0,121;0,14;;;1;G;;A3V;8433;;
5315;6734;29;;Cet;Cet;6,44;;;16,99825172;+01,99409389;21,53;143,39;-432,84;0,847;0,92;;;1;;;K0IV;5007;;
5317;6658;41;;And;And;5,04;;;17,00299391;+43,94224107;16,61;160,96;-61,32;0,109;0,12;;C;1;;;A3m;;;
5319;6680;78;;Psc;Psc;6,23;;;17,00501793;+32,01219214;23,87;203,71;-25,62;0,398;0,46;;C;1;;;F5IV;6740;;
5336;6582;30;mu,;Cas;Cas;5,17;;;17,05383776;+54,92422766;132,40;3421,44;-1599,27;0,704;0,83;;;1;O;;G5Vp;5338;MarfakII;МарфакII
5346;6763;80;e;Psc;Psc;5,51;;;17,09309979;+05,65022130;27,84;-248,40;-165,49;0,334;0,41;;D;1;G;;F0III-IV;6878;;
5348;6882;;zet;Phe;Phe;3,94;2;zetPhe;17,09608370;-55,24583235;11,66;21,17;29,70;-0,120;-,08;1,67;P;3;C;;B6V+B0V;13032;Wurren;Вуррен
5361;6676;;;;Cas;5,77;;;17,13936547;+58,26347937;5,75;17,15;-12,39;-0,019;0,00;;;1;;;B8V;12028;;
5364;6805;31;eta;Cet;Cet;3,46;;;17,14693197;-10,18192800;27,73;215,81;-138,33;1,161;1,11;;C;1;;;K2III;4597;DenebAlgenubi;ДенебАльгенуби
5372;5848;2;;UMi;Cep;4,24;;;17,18399735;+86,25711803;10,43;80,34;-11,36;1,213;1,16;;;1;;;K2II-III;4525;;
5412;6473;;;;Cep;6,24;;;17,30122060;+80,01167654;6,97;-30,97;-39,96;0,922;0,92;;C;1;;;K0;;;
5434;6811;42;phi;And;And;4,26;;;17,37550908;+47,24182410;4,43;3,81;-13,02;0,012;-,02;;D;2;C;AB;B7III;13119;;
5447;6860;43;bet;And;And;2,07;1;;17,43248991;+35,62083048;16,36;175,59;-112,23;1,576;1,74;;U;1;;;M0IIIvar;3741;Mirach;Мирах
5454;6903;81;psi03;Psc;Psc;5,57;;;17,45502008;+19,65838540;8,09;-4,65;9,34;0,697;0,75;;;1;;;G0III;;;
5477;7082;;;;Phe;6,41;;;17,53073683;-57,69413983;7,90;-2,86;-114,73;0,888;0,93;;;1;;;G6II/III;5008;;
5483;6966;;;;Psc;6,07;;;17,54762035;+15,67397125;5,85;20,41;-24,51;1,535;1,58;;;1;;;M0III;;;
5485;6976;32;;Cet;Cet;6,40;;;17,54982773;-08,90603998;8,94;-19,62;-39,20;1,029;0,98;;C;1;;;K0III;4831;;
5493;6920;44;;And;And;5,67;;;17,57852966;+42,08157668;18,98;-135,76;-41,87;0,603;0,67;;;1;;;F8V;5919;;
5494;6953;;;;Psc;5,81;;;17,58103932;+25,45803989;9,06;2,92;-113,75;1,466;1,53;;;1;;;K5III;;;
5510;7014;33;;Cet;Cet;5,97;1;;17,63982219;+02,44570842;3,63;-8,69;-15,94;1,491;1,51;;M;1;;;K4III;;;
5518;6829;31;;Cas;Cas;5,32;;;17,66360631;+68,77868759;10,26;35,26;-27,48;-0,014;0,01;;C;1;;;A0Vnn;9616;;
5542;6961;33;the;Cas;Cas;4,34;;;17,77471116;+55,14994765;23,73;226,62;-19,34;0,170;0,19;;C;1;;;A7Vvar;7987;Marfik;Марфик
5544;7034;82;g;Psc;Psc;5,15;;;17,77822190;+31,42476555;5,82;-8,70;-12,02;0,261;0,29;;;1;;;F0V;7534;;
5550;7019;45;;And;And;5,80;;;17,79287081;+37,72413814;3,56;-15,54;-6,96;-0,095;-,08;;C;1;;;B7III-IV;12874;;
5566;6960;;;;Cas;5,56;;;17,85631897;+64,20272388;7,96;40,94;-19,30;-0,052;-,03;;;1;;;B9.5V;10423;;
5571;7087;84;chi;Psc;Psc;4,66;;;17,86330901;+21,03467568;7,42;41,66;-10,55;1,024;0,99;;;1;;;K0III;4819;;
5575;7107;;;;Psc;6,49;;;17,87069076;+10,29192297;7,92;10,94;-6,07;0,891;0,90;;C;1;;;G5;;;
5586;7106;83;tau;Psc;Psc;4,51;;;17,91494471;+30,08972962;20,11;74,29;-37,61;1,092;1,05;;;1;;;K0III-IV...;4649;;
5589;6972;32;;Cas;Cas;5,57;;RUCas;17,92237013;+65,01888517;8,99;23,85;-12,92;-0,072;-,05;;;1;;;B9IV;11849;;
5594;7147;34;;Cet;Cet;5,93;;;17,93142731;-02,25102487;7,40;-57,83;-22,21;1,403;1,39;;;1;;;K4III;;;
5626;6798;;;;Cep;5,60;;;18,06878934;+79,67397492;11,98;95,83;-4,91;0,008;0,03;;;1;;;A3V;9419;;
5650;7158;;;;And;6,13;1;;18,14192241;+45,33747997;4,67;24,03;20,95;1,652;1,96;;M;1;;;M1III;;;
5661;7312;;;;Scl;5,95;1;AIScl;18,18902960;-37,85640391;13,62;88,99;-30,76;0,281;0,32;;M;1;;;A9IV:(+F/G);7137;;
5679;7229;;;;Psc;6,24;;;18,24774657;+30,06430791;9,58;21,88;-32,33;0,980;0,96;;C;2;C;AB;G1V...;4884;;
5688;7157;;;;Cas;6,40;1;V761Cas;18,29090532;+61,70620371;5,00;29,16;-6,35;0,018;0,00;1,01;P;2;C;AB;B9V;12190;;
5737;7344;86;zet;Psc;Psc;5,21;;;18,43250986;+07,57548895;22,09;141,66;-55,62;0,320;0,37;;D;1;C;;A7IV;7261;Revati;Ревати
